timestamp,cpu_percent,memory_mb,requests_per_sec,pod_count
1995-08-01 00:00:00,19.340142459033697,366.64050230187735,51,1
1995-08-01 00:01:00,14.285207096486445,337.7048662889365,42,1
1995-08-01 00:02:00,14.193065614302078,334.47972702928377,35,1
1995-08-01 00:03:00,17.169089569224077,333.99895500313346,36,1
1995-08-01 00:04:00,18.89753987582999,388.4070434357566,56,1
1995-08-01 00:05:00,14.347589129152457,370.9492089432029,43,1
1995-08-01 00:06:00,20.487638446522173,356.98545924304665,45,1
1995-08-01 00:07:00,12.102304187458724,310.249253279414,28,1
1995-08-01 00:08:00,10.141576842195143,313.2172318490463,33,1
1995-08-01 00:09:00,5.127680130757894,308.6369130955047,10,1
1995-08-01 00:10:00,3.8597469215626132,302.60313412409437,15,1
1995-08-01 00:11:00,4.9028107392892295,301.5956635106721,18,1
1995-08-01 00:12:00,6.675886814698101,290.9102893153035,17,1
1995-08-01 00:13:00,3.710159266026606,339.5781801129306,27,1
1995-08-01 00:14:00,3.5752465024609013,308.6056372393732,25,1
1995-08-01 00:15:00,2.1631374122770817,254.51824398676186,11,1
1995-08-01 00:16:00,3.261506638996728,299.57539631580477,18,1
1995-08-01 00:17:00,6.892741997785821,274.98290814461444,17,1
1995-08-01 00:18:00,0.7759277734363672,282.0314102299072,10,1
1995-08-01 00:19:00,2.0630888959941256,315.7620122987156,18,1
1995-08-01 00:20:00,15.946946306764662,303.51237029322175,33,1
1995-08-01 00:21:00,13.672671098540393,332.7054852831178,41,1
1995-08-01 00:22:00,9.652584614063771,328.37091127735755,27,1
1995-08-01 00:23:00,4.125755441359628,301.3079388786947,24,1
1995-08-01 00:24:00,4.666851826424452,301.82746586574876,18,1
1995-08-01 00:25:00,9.432767769129597,319.4597079366173,26,1
1995-08-01 00:26:00,6.69701926773309,333.1435488421163,29,1
1995-08-01 00:27:00,6.377094055037016,279.3011252109572,15,1
1995-08-01 00:28:00,5.898083930243584,266.1225633585137,22,1
1995-08-01 00:29:00,1.5749187506201694,277.35296953377133,7,1
1995-08-01 00:30:00,2.044880163311809,256.66494383886095,11,1
1995-08-01 00:31:00,14.656834553526814,327.22764820094943,26,1
1995-08-01 00:32:00,6.609508325786198,297.1660412793914,19,1
1995-08-01 00:33:00,6.276867213132299,310.95953056395143,27,1
1995-08-01 00:34:00,15.767634736309565,349.9583340647114,38,1
1995-08-01 00:35:00,18.38746905008693,368.47234037799416,63,1
1995-08-01 00:36:00,14.976590785014267,343.1968966467347,41,1
1995-08-01 00:37:00,8.820989628360673,355.11811341457997,42,1
1995-08-01 00:38:00,8.61544185330471,338.99265658167303,36,1
1995-08-01 00:39:00,10.39058370760737,310.2675431881947,28,1
1995-08-01 00:40:00,15.165399739986231,330.2189950311346,37,1
1995-08-01 00:41:00,13.814104843569911,362.7486313362008,38,1
1995-08-01 00:42:00,10.853055152835278,340.09007493497603,32,1
1995-08-01 00:43:00,10.996688913232132,320.8374020802726,34,1
1995-08-01 00:44:00,6.064434028897718,342.2269141640931,30,1
1995-08-01 00:45:00,7.640467374815874,328.92621525070643,28,1
1995-08-01 00:46:00,7.718083687120637,320.52584462562254,26,1
1995-08-01 00:47:00,11.571366678656746,316.6988520960857,24,1
1995-08-01 00:48:00,6.980854868705384,276.20818353014823,17,1
1995-08-01 00:49:00,1.7108795339117986,322.5789601656958,20,1
1995-08-01 00:50:00,11.822251908184384,338.47261589859806,31,1
1995-08-01 00:51:00,6.894753158751049,310.2768514525155,23,1
1995-08-01 00:52:00,4.2692339990821235,299.2540981645616,18,1
1995-08-01 00:53:00,7.435028866522604,289.82787498356606,16,1
1995-08-01 00:54:00,11.142998567487851,298.06936735147974,23,1
1995-08-01 00:55:00,9.793840357348596,308.0182237022657,20,1
1995-08-01 00:56:00,5.882347430332083,296.86889821310245,24,1
1995-08-01 00:57:00,8.172362872446357,315.46048056215454,26,1
1995-08-01 00:58:00,10.793790294210691,319.06047594522965,28,1
1995-08-01 00:59:00,9.576635381367076,303.57772356847727,19,1
1995-08-01 01:00:00,6.962477286464129,322.9187493661251,24,1
1995-08-01 01:01:00,3.6430230700085477,288.4500568287568,12,1
