timestamp,actual_requests,predicted_requests,current_replicas,desired_replicas,action,utilization
1995-08-27 08:40:00,24.0,17.001976013183594,1,1,hold,0.03400395202636719
1995-08-27 08:41:00,21.0,19.58111000061035,1,1,hold,0.0391622200012207
1995-08-27 08:42:00,12.0,18.371259689331055,1,1,hold,0.03674251937866211
1995-08-27 08:43:00,12.0,15.776784896850586,1,1,hold,0.03155356979370117
1995-08-27 08:44:00,10.0,15.615949630737305,1,1,hold,0.03123189926147461
1995-08-27 08:45:00,24.0,14.665679931640625,1,1,hold,0.02933135986328125
1995-08-27 08:46:00,30.0,17.231674194335938,1,1,hold,0.03446334838867188
1995-08-27 08:47:00,22.0,20.908239364624023,1,1,hold,0.04181647872924805
1995-08-27 08:48:00,17.0,20.176786422729492,1,1,hold,0.040353572845458985
1995-08-27 08:49:00,16.0,17.933944702148438,1,1,hold,0.035867889404296874
1995-08-27 08:50:00,26.0,18.489744186401367,1,1,hold,0.03697948837280273
1995-08-27 08:51:00,22.0,21.826478958129883,1,1,hold,0.04365295791625977
1995-08-27 08:52:00,22.0,19.692119598388672,1,1,hold,0.039384239196777346
1995-08-27 08:53:00,25.0,21.673322677612305,1,1,hold,0.04334664535522461
1995-08-27 08:54:00,11.0,24.145132064819336,1,1,hold,0.048290264129638674
1995-08-27 08:55:00,3.0,18.449342727661133,1,1,hold,0.036898685455322267
1995-08-27 08:56:00,21.0,15.80140495300293,1,1,hold,0.031602809906005856
1995-08-27 08:57:00,12.0,17.96040153503418,1,1,hold,0.03592080307006836
1995-08-27 08:58:00,11.0,17.48688316345215,1,1,hold,0.0349737663269043
1995-08-27 08:59:00,35.0,15.641826629638672,1,1,hold,0.031283653259277344
1995-08-27 09:00:00,18.0,22.544343948364258,1,1,hold,0.04508868789672851
1995-08-27 09:01:00,34.0,23.626237869262695,1,1,hold,0.04725247573852539
1995-08-27 09:02:00,15.0,23.188453674316406,1,1,hold,0.04637690734863281
1995-08-27 09:03:00,21.0,18.844446182250977,1,1,hold,0.03768889236450195
1995-08-27 09:04:00,16.0,21.9899845123291,1,1,hold,0.0439799690246582
1995-08-27 09:05:00,23.0,22.061796188354492,1,1,hold,0.04412359237670899
1995-08-27 09:06:00,12.0,20.599632263183594,1,1,hold,0.041199264526367185
1995-08-27 09:07:00,15.0,17.935880661010742,1,1,hold,0.03587176132202148
1995-08-27 09:08:00,37.0,17.79005241394043,1,1,hold,0.03558010482788086
1995-08-27 09:09:00,29.0,23.62851905822754,1,1,hold,0.047257038116455076
1995-08-27 09:10:00,4.0,21.18607521057129,1,1,hold,0.042372150421142576
1995-08-27 09:11:00,11.0,20.484655380249023,1,1,hold,0.04096931076049805
1995-08-27 09:12:00,25.0,17.610654830932617,1,1,hold,0.035221309661865235
1995-08-27 09:13:00,11.0,20.470584869384766,1,1,hold,0.04094116973876953
1995-08-27 09:14:00,33.0,17.939666748046875,1,1,hold,0.03587933349609375
1995-08-27 09:15:00,22.0,23.26015281677246,1,1,hold,0.04652030563354492
1995-08-27 09:16:00,13.0,22.939117431640625,1,1,hold,0.04587823486328125
1995-08-27 09:17:00,16.0,19.656587600708008,1,1,hold,0.039313175201416015
1995-08-27 09:18:00,5.0,19.708677291870117,1,1,hold,0.03941735458374023
1995-08-27 09:19:00,31.0,15.57651424407959,1,1,hold,0.03115302848815918
1995-08-27 09:20:00,28.0,20.870805740356445,1,1,hold,0.04174161148071289
1995-08-27 09:21:00,16.0,19.23784065246582,1,1,hold,0.03847568130493164
1995-08-27 09:22:00,17.0,18.84335708618164,1,1,hold,0.03768671417236328
1995-08-27 09:23:00,12.0,19.7825870513916,1,1,hold,0.0395651741027832
1995-08-27 09:24:00,24.0,19.695892333984375,1,1,hold,0.03939178466796875
1995-08-27 09:25:00,25.0,18.73427391052246,1,1,hold,0.037468547821044924
1995-08-27 09:26:00,12.0,20.656902313232422,1,1,hold,0.04131380462646484
1995-08-27 09:27:00,17.0,17.197019577026367,1,1,hold,0.03439403915405274
1995-08-27 09:28:00,12.0,19.2985897064209,1,1,hold,0.0385971794128418
1995-08-27 09:29:00,8.0,17.77143096923828,1,1,hold,0.03554286193847656
1995-08-27 09:30:00,16.0,15.74753189086914,1,1,hold,0.03149506378173828
1995-08-27 09:31:00,13.0,19.716676712036133,1,1,hold,0.03943335342407227
1995-08-27 09:32:00,24.0,15.712738037109375,1,1,hold,0.03142547607421875
1995-08-27 09:33:00,15.0,19.952512741088867,1,1,hold,0.03990502548217773
1995-08-27 09:34:00,17.0,17.288070678710938,1,1,hold,0.034576141357421875
1995-08-27 09:35:00,12.0,19.154457092285156,1,1,hold,0.03830891418457031
1995-08-27 09:36:00,9.0,15.165725708007812,1,1,hold,0.030331451416015624
1995-08-27 09:37:00,1.0,14.756010055541992,1,1,hold,0.029512020111083986
1995-08-27 09:38:00,10.0,12.238311767578125,1,1,hold,0.02447662353515625
1995-08-27 09:39:00,11.0,16.37082862854004,1,1,hold,0.03274165725708008
1995-08-27 09:40:00,14.0,14.59775161743164,1,1,hold,0.029195503234863283
1995-08-27 09:41:00,27.0,14.980949401855469,1,1,hold,0.02996189880371094
1995-08-27 09:42:00,8.0,19.106700897216797,1,1,hold,0.038213401794433596
1995-08-27 09:43:00,18.0,12.659364700317383,1,1,hold,0.025318729400634767
1995-08-27 09:44:00,27.0,17.42733383178711,1,1,hold,0.034854667663574215
1995-08-27 09:45:00,21.0,19.90229034423828,1,1,hold,0.03980458068847656
1995-08-27 09:46:00,35.0,17.96015167236328,1,1,hold,0.03592030334472656
1995-08-27 09:47:00,13.0,21.412431716918945,1,1,hold,0.042824863433837894
1995-08-27 09:48:00,13.0,16.636545181274414,1,1,hold,0.03327309036254883
1995-08-27 09:49:00,12.0,17.674753189086914,1,1,hold,0.03534950637817383
1995-08-27 09:50:00,9.0,16.661640167236328,1,1,hold,0.033323280334472655
1995-08-27 09:51:00,7.0,15.32164192199707,1,1,hold,0.030643283843994142
1995-08-27 09:52:00,10.0,13.392324447631836,1,1,hold,0.026784648895263673
1995-08-27 09:53:00,12.0,13.092082977294922,1,1,hold,0.026184165954589844
1995-08-27 09:54:00,21.0,15.131219863891602,1,1,hold,0.030262439727783204
1995-08-27 09:55:00,29.0,18.98120880126953,1,1,hold,0.037962417602539066
1995-08-27 09:56:00,14.0,21.585256576538086,1,1,hold,0.04317051315307617
1995-08-27 09:57:00,14.0,16.222620010375977,1,1,hold,0.032445240020751956
1995-08-27 09:58:00,18.0,17.298559188842773,1,1,hold,0.034597118377685546
1995-08-27 09:59:00,16.0,19.698205947875977,1,1,hold,0.03939641189575195
1995-08-27 10:00:00,12.0,16.171884536743164,1,1,hold,0.03234376907348633
1995-08-27 10:01:00,3.0,16.16557502746582,1,1,hold,0.03233115005493164
1995-08-27 10:02:00,7.0,13.075859069824219,1,1,hold,0.026151718139648436
1995-08-27 10:03:00,2.0,13.886785507202148,1,1,hold,0.027773571014404298
1995-08-27 10:04:00,15.0,11.28432846069336,1,1,hold,0.02256865692138672
1995-08-27 10:05:00,11.0,16.285900115966797,1,1,hold,0.032571800231933595
1995-08-27 10:06:00,21.0,13.2366943359375,1,1,hold,0.026473388671875
1995-08-27 10:07:00,7.0,18.05635643005371,1,1,hold,0.03611271286010742
1995-08-27 10:08:00,9.0,12.138971328735352,1,1,hold,0.024277942657470703
1995-08-27 10:09:00,15.0,11.983877182006836,1,1,hold,0.02396775436401367
1995-08-27 10:10:00,6.0,15.925922393798828,1,1,hold,0.03185184478759766
1995-08-27 10:11:00,23.0,11.987630844116211,1,1,hold,0.02397526168823242
1995-08-27 10:12:00,17.0,14.783124923706055,1,1,hold,0.02956624984741211
1995-08-27 10:13:00,25.0,15.364165306091309,1,1,hold,0.03072833061218262
1995-08-27 10:14:00,17.0,19.90229034423828,1,1,hold,0.03980458068847656
1995-08-27 10:15:00,11.0,15.816307067871094,1,1,hold,0.031632614135742185
1995-08-27 10:16:00,18.0,15.194068908691406,1,1,hold,0.030388137817382813
1995-08-27 10:17:00,5.0,17.16619873046875,1,1,hold,0.0343323974609375
1995-08-27 10:18:00,9.0,12.440666198730469,1,1,hold,0.024881332397460938
1995-08-27 10:19:00,15.0,13.930572509765625,1,1,hold,0.02786114501953125
1995-08-27 10:20:00,26.0,15.392454147338867,1,1,hold,0.030784908294677733
1995-08-27 10:21:00,11.0,18.195884704589844,1,1,hold,0.03639176940917969
1995-08-27 10:22:00,5.0,15.603317260742188,1,1,hold,0.031206634521484374
1995-08-27 10:23:00,35.0,15.024051666259766,1,1,hold,0.030048103332519532
1995-08-27 10:24:00,16.0,21.488300323486328,1,1,hold,0.04297660064697266
1995-08-27 10:25:00,14.0,18.032520294189453,1,1,hold,0.03606504058837891
1995-08-27 10:26:00,6.0,17.64345932006836,1,1,hold,0.03528691864013672
1995-08-27 10:27:00,25.0,15.406862258911133,1,1,hold,0.030813724517822265
1995-08-27 10:28:00,14.0,18.5937442779541,1,1,hold,0.037187488555908206
1995-08-27 10:29:00,18.0,19.158451080322266,1,1,hold,0.03831690216064453
1995-08-27 10:30:00,23.0,20.114564895629883,1,1,hold,0.04022912979125977
